date,ingredient,sales
2023-06-02,Basil,48
2023-06-02,Beef,167
2023-06-02,Bell Pepper,94
2023-06-02,Bread,117
2023-06-02,Broccoli,72
2023-06-02,Butter,82
2023-06-02,Cabbage,66
2023-06-02,Carrot,88
2023-06-02,Cheese,121
2023-06-02,Chicken,213
2023-06-02,Cilantro,52
2023-06-02,Eggs,154
2023-06-02,Fish,136
2023-06-02,Flour,74
2023-06-02,Garlic,51
2023-06-02,Ginger,32
2023-06-02,Lemon,50
2023-06-02,Lettuce,79
2023-06-02,Lime,42
2023-06-02,Milk,151
2023-06-02,Mushroom,63
2023-06-02,Oil,90
2023-06-02,Onion,138
2023-06-02,Pasta,99
2023-06-02,Potato,104
2023-06-02,Rice,127
2023-06-02,Salt,62
2023-06-02,Spinach,58
2023-06-02,Sugar,67
2023-06-02,Tomato,131
2023-06-03,Basil,33
2023-06-03,Beef,193
2023-06-03,Bell Pepper,79
2023-06-03,Bread,68
2023-06-03,Broccoli,74
2023-06-03,Butter,85
2023-06-03,Cabbage,52
2023-06-03,Carrot,95
2023-06-03,Cheese,124
2023-06-03,Chicken,222
2023-06-03,Cilantro,45
2023-06-03,Eggs,145
2023-06-03,Fish,123
2023-06-03,Flour,57
2023-06-03,Garlic,38
2023-06-03,Ginger,34
2023-06-03,Lemon,44
2023-06-03,Lettuce,52
2023-06-03,Lime,39
2023-06-03,Milk,125
2023-06-03,Mushroom,60
2023-06-03,Oil,85
2023-06-03,Onion,111
2023-06-03,Pasta,90
2023-06-03,Potato,109
2023-06-03,Rice,99
2023-06-03,Salt,46
2023-06-03,Spinach,53
2023-06-03,Sugar,69
2023-06-03,Tomato,130
2023-06-04,Basil,44
2023-06-04,Beef,187
2023-06-04,Bell Pepper,85
2023-06-04,Bread,102
2023-06-04,Broccoli,70
2023-06-04,Butter,64
2023-06-04,Cabbage,59
2023-06-04,Carrot,83
2023-06-04,Cheese,139
2023-06-04,Chicken,200
2023-06-04,Cilantro,35
2023-06-04,Eggs,105
2023-06-04,Fish,132
2023-06-04,Flour,78
2023-06-04,Garlic,39
2023-06-04,Ginger,29
2023-06-04,Lemon,38
2023-06-04,Lettuce,78
2023-06-04,Lime,41
2023-06-04,Milk,106
2023-06-04,Mushroom,71
2023-06-04,Oil,93
2023-06-04,Onion,133
2023-06-04,Pasta,100
2023-06-04,Potato,96
2023-06-04,Rice,78
2023-06-04,Salt,60
2023-06-04,Spinach,47
2023-06-04,Sugar,60
2023-06-04,Tomato,135
2023-06-05,Basil,44
2023-06-05,Beef,175
2023-06-05,Bell Pepper,100
2023-06-05,Bread,126
2023-06-05,Broccoli,73
2023-06-05,Butter,86
2023-06-05,Cabbage,65
2023-06-05,Carrot,104
2023-06-05,Cheese,135
2023-06-05,Chicken,192
2023-06-05,Cilantro,57
2023-06-05,Eggs,161
2023-06-05,Fish,165
2023-06-05,Flour,75
2023-06-05,Garlic,52
2023-06-05,Ginger,40
2023-06-05,Lemon,63
2023-06-05,Lettuce,89
2023-06-05,Lime,55
2023-06-05,Milk,155
2023-06-05,Mushroom,89
2023-06-05,Oil,107
2023-06-05,Onion,131
2023-06-05,Pasta,110
2023-06-05,Potato,111
2023-06-05,Rice,124
2023-06-05,Salt,57
2023-06-05,Spinach,78
2023-06-05,Sugar,77
2023-06-05,Tomato,150
2023-06-06,Basil,60
2023-06-06,Beef,205
2023-06-06,Bell Pepper,96
2023-06-06,Bread,120
2023-06-06,Broccoli,87
2023-06-06,Butter,107
2023-06-06,Cabbage,67
2023-06-06,Carrot,130
2023-06-06,Cheese,163
2023-06-06,Chicken,235
2023-06-06,Cilantro,73
2023-06-06,Eggs,172
2023-06-06,Fish,163
2023-06-06,Flour,88
2023-06-06,Garlic,62
2023-06-06,Ginger,52
2023-06-06,Lemon,76
2023-06-06,Lettuce,90
2023-06-06,Lime,65
2023-06-06,Milk,162
2023-06-06,Mushroom,90
2023-06-06,Oil,116
2023-06-06,Onion,129
2023-06-06,Pasta,106
2023-06-06,Potato,128
2023-06-06,Rice,130
2023-06-06,Salt,79
2023-06-06,Spinach,80
2023-06-06,Sugar,90
2023-06-06,Tomato,162
2023-06-07,Basil,68
2023-06-07,Beef,193
2023-06-07,Bell Pepper,109
2023-06-07,Bread,129
2023-06-07,Broccoli,94
2023-06-07,Butter,123
2023-06-07,Cabbage,83
2023-06-07,Carrot,123
2023-06-07,Cheese,161
2023-06-07,Chicken,219
2023-06-07,Cilantro,64
2023-06-07,Eggs,128
2023-06-07,Fish,167
2023-06-07,Flour,103
2023-06-07,Garlic,80
2023-06-07,Ginger,63
2023-06-07,Lemon,66
2023-06-07,Lettuce,101
2023-06-07,Lime,72
2023-06-07,Milk,142
2023-06-07,Mushroom,88
2023-06-07,Oil,116
2023-06-07,Onion,146
2023-06-07,Pasta,107
2023-06-07,Potato,134
2023-06-07,Rice,139
2023-06-07,Salt,81
2023-06-07,Spinach,90
2023-06-07,Sugar,81
2023-06-07,Tomato,159
2023-06-08,Basil,56
2023-06-08,Beef,183
2023-06-08,Bell Pepper,115
2023-06-08,Bread,118
2023-06-08,Broccoli,86
2023-06-08,Butter,94
2023-06-08,Cabbage,65
2023-06-08,Carrot,110
2023-06-08,Cheese,129
2023-06-08,Chicken,206
2023-06-08,Cilantro,54
2023-06-08,Eggs,175
2023-06-08,Fish,152
2023-06-08,Flour,101
2023-06-08,Garlic,61
2023-06-08,Ginger,46
2023-06-08,Lemon,71
2023-06-08,Lettuce,94
2023-06-08,Lime,64
2023-06-08,Milk,157
2023-06-08,Mushroom,78
2023-06-08,Oil,96
2023-06-08,Onion,136
2023-06-08,Pasta,98
2023-06-08,Potato,118
2023-06-08,Rice,139
2023-06-08,Salt,73
2023-06-08,Spinach,83
2023-06-08,Sugar,85
2023-06-08,Tomato,168
2023-06-09,Basil,37
2023-06-09,Beef,160
2023-06-09,Bell Pepper,66
2023-06-09,Bread,86
2023-06-09,Broccoli,49
2023-06-09,Butter,69
2023-06-09,Cabbage,51
2023-06-09,Carrot,104
2023-06-09,Cheese,148
2023-06-09,Chicken,164
2023-06-09,Cilantro,50
2023-06-09,Eggs,152
2023-06-09,Fish,189
2023-06-09,Flour,79
2023-06-09,Garlic,47
2023-06-09,Ginger,42
2023-06-09,Lemon,41
2023-06-09,Lettuce,78
2023-06-09,Lime,51
2023-06-09,Milk,119
2023-06-09,Mushroom,73
2023-06-09,Oil,91
2023-06-09,Onion,106
2023-06-09,Pasta,95
2023-06-09,Potato,111
2023-06-09,Rice,115
2023-06-09,Salt,59
2023-06-09,Spinach,64
2023-06-09,Sugar,67
2023-06-09,Tomato,148
2023-06-10,Basil,35
2023-06-10,Beef,155
2023-06-10,Bell Pepper,77
2023-06-10,Bread,108
2023-06-10,Broccoli,61
2023-06-10,Butter,85
2023-06-10,Cabbage,58
2023-06-10,Carrot,75
2023-06-10,Cheese,148
2023-06-10,Chicken,202
2023-06-10,Cilantro,40
2023-06-10,Eggs,145
2023-06-10,Fish,144
2023-06-10,Flour,73
2023-06-10,Garlic,36
2023-06-10,Ginger,32
2023-06-10,Lemon,49
2023-06-10,Lettuce,64
2023-06-10,Lime,34
2023-06-10,Milk,108
2023-06-10,Mushroom,48
2023-06-10,Oil,84
2023-06-10,Onion,109
2023-06-10,Pasta,88
2023-06-10,Potato,78
2023-06-10,Rice,106
2023-06-10,Salt,49
2023-06-10,Spinach,59
2023-06-10,Sugar,53
2023-06-10,Tomato,147
2023-06-11,Basil,48
2023-06-11,Beef,170
2023-06-11,Bell Pepper,65
2023-06-11,Bread,113
2023-06-11,Broccoli,62
2023-06-11,Butter,77
2023-06-11,Cabbage,60
2023-06-11,Carrot,98
2023-06-11,Cheese,102
2023-06-11,Chicken,206
2023-06-11,Cilantro,47
2023-06-11,Eggs,161
2023-06-11,Fish,160
2023-06-11,Flour,99
2023-06-11,Garlic,40
2023-06-11,Ginger,29
2023-06-11,Lemon,48
2023-06-11,Lettuce,77
2023-06-11,Lime,41
2023-06-11,Milk,115
2023-06-11,Mushroom,63
2023-06-11,Oil,98
2023-06-11,Onion,98
2023-06-11,Pasta,66
2023-06-11,Potato,103
2023-06-11,Rice,118
2023-06-11,Salt,53
2023-06-11,Spinach,52
2023-06-11,Sugar,66
2023-06-11,Tomato,155
2023-06-12,Basil,47
2023-06-12,Beef,188
2023-06-12,Bell Pepper,93
2023-06-12,Bread,132
2023-06-12,Broccoli,75
2023-06-12,Butter,88
2023-06-12,Cabbage,65
2023-06-12,Carrot,97
2023-06-12,Cheese,125
2023-06-12,Chicken,179
2023-06-12,Cilantro,50
2023-06-12,Eggs,148
2023-06-12,Fish,145
2023-06-12,Flour,101
2023-06-12,Garlic,55
2023-06-12,Ginger,44
2023-06-12,Lemon,60
2023-06-12,Lettuce,73
2023-06-12,Lime,57
2023-06-12,Milk,140
2023-06-12,Mushroom,62
2023-06-12,Oil,105
2023-06-12,Onion,114
2023-06-12,Pasta,114
2023-06-12,Potato,129
2023-06-12,Rice,136
2023-06-12,Salt,67
2023-06-12,Spinach,89
2023-06-12,Sugar,68
2023-06-12,Tomato,147
2023-06-13,Basil,62
2023-06-13,Beef,189
2023-06-13,Bell Pepper,96
2023-06-13,Bread,122
2023-06-13,Broccoli,95
2023-06-13,Butter,108
2023-06-13,Cabbage,80
2023-06-13,Carrot,110
2023-06-13,Cheese,149
2023-06-13,Chicken,195
2023-06-13,Cilantro,71
2023-06-13,Eggs,191
2023-06-13,Fish,175
2023-06-13,Flour,112
2023-06-13,Garlic,57
2023-06-13,Ginger,51
2023-06-13,Lemon,78
2023-06-13,Lettuce,95
2023-06-13,Lime,72
2023-06-13,Milk,131
2023-06-13,Mushroom,86
2023-06-13,Oil,99
2023-06-13,Onion,121
2023-06-13,Pasta,111
2023-06-13,Potato,114
2023-06-13,Rice,126
2023-06-13,Salt,77
2023-06-13,Spinach,78
2023-06-13,Sugar,91
2023-06-13,Tomato,153
2023-06-14,Basil,68
2023-06-14,Beef,219
2023-06-14,Bell Pepper,113
2023-06-14,Bread,114
2023-06-14,Broccoli,93
2023-06-14,Butter,117
2023-06-14,Cabbage,71
2023-06-14,Carrot,124
2023-06-14,Cheese,159
2023-06-14,Chicken,249
2023-06-14,Cilantro,65
2023-06-14,Eggs,187
2023-06-14,Fish,162
2023-06-14,Flour,102
2023-06-14,Garlic,66
2023-06-14,Ginger,60
2023-06-14,Lemon,71
2023-06-14,Lettuce,110
2023-06-14,Lime,71
2023-06-14,Milk,165
2023-06-14,Mushroom,85
2023-06-14,Oil,130
2023-06-14,Onion,142
2023-06-14,Pasta,124
2023-06-14,Potato,105
2023-06-14,Rice,122
2023-06-14,Salt,74
2023-06-14,Spinach,91
2023-06-14,Sugar,89
2023-06-14,Tomato,194
2023-06-15,Basil,49
2023-06-15,Beef,196
2023-06-15,Bell Pepper,103
2023-06-15,Bread,122
2023-06-15,Broccoli,89
2023-06-15,Butter,98
2023-06-15,Cabbage,70
2023-06-15,Carrot,118
2023-06-15,Cheese,137
2023-06-15,Chicken,208
2023-06-15,Cilantro,67
2023-06-15,Eggs,167
2023-06-15,Fish,151
2023-06-15,Flour,95
2023-06-15,Garlic,60
2023-06-15,Ginger,55
2023-06-15,Lemon,68
2023-06-15,Lettuce,98
2023-06-15,Lime,49
2023-06-15,Milk,155
2023-06-15,Mushroom,71
2023-06-15,Oil,92
2023-06-15,Onion,146
2023-06-15,Pasta,126
2023-06-15,Potato,109
2023-06-15,Rice,148
2023-06-15,Salt,58
2023-06-15,Spinach,73
2023-06-15,Sugar,73
2023-06-15,Tomato,164
2023-06-16,Basil,37
2023-06-16,Beef,188
2023-06-16,Bell Pepper,93
2023-06-16,Bread,113
2023-06-16,Broccoli,90
2023-06-16,Butter,95
2023-06-16,Cabbage,59
2023-06-16,Carrot,100
2023-06-16,Cheese,147
2023-06-16,Chicken,195
2023-06-16,Cilantro,53
2023-06-16,Eggs,157
2023-06-16,Fish,138
2023-06-16,Flour,79
2023-06-16,Garlic,46
2023-06-16,Ginger,38
2023-06-16,Lemon,49
2023-06-16,Lettuce,76
2023-06-16,Lime,47
2023-06-16,Milk,168
2023-06-16,Mushroom,79
2023-06-16,Oil,100
2023-06-16,Onion,128
2023-06-16,Pasta,93
2023-06-16,Potato,115
2023-06-16,Rice,107
2023-06-16,Salt,56
2023-06-16,Spinach,49
2023-06-16,Sugar,55
2023-06-16,Tomato,130
2023-06-17,Basil,45
2023-06-17,Beef,141
2023-06-17,Bell Pepper,80
2023-06-17,Bread,92
2023-06-17,Broccoli,67
2023-06-17,Butter,91
2023-06-17,Cabbage,50
2023-06-17,Carrot,90
2023-06-17,Cheese,115
2023-06-17,Chicken,186
2023-06-17,Cilantro,50
2023-06-17,Eggs,130
2023-06-17,Fish,174
2023-06-17,Flour,85
2023-06-17,Garlic,29
2023-06-17,Ginger,38
2023-06-17,Lemon,53
2023-06-17,Lettuce,68
2023-06-17,Lime,41
2023-06-17,Milk,114
2023-06-17,Mushroom,56
2023-06-17,Oil,91
2023-06-17,Onion,118
2023-06-17,Pasta,77
2023-06-17,Potato,91
2023-06-17,Rice,110
2023-06-17,Salt,53
2023-06-17,Spinach,54
2023-06-17,Sugar,65
2023-06-17,Tomato,163
2023-06-18,Basil,36
2023-06-18,Beef,167
2023-06-18,Bell Pepper,90
2023-06-18,Bread,120
2023-06-18,Broccoli,66
2023-06-18,Butter,81
2023-06-18,Cabbage,59
2023-06-18,Carrot,91
2023-06-18,Cheese,142
2023-06-18,Chicken,199
2023-06-18,Cilantro,43
2023-06-18,Eggs,134
2023-06-18,Fish,124
2023-06-18,Flour,86
2023-06-18,Garlic,32
2023-06-18,Ginger,32
2023-06-18,Lemon,47
2023-06-18,Lettuce,66
2023-06-18,Lime,44
2023-06-18,Milk,123
2023-06-18,Mushroom,70
2023-06-18,Oil,94
2023-06-18,Onion,92
2023-06-18,Pasta,89
2023-06-18,Potato,106
2023-06-18,Rice,107
2023-06-18,Salt,44
2023-06-18,Spinach,62
2023-06-18,Sugar,60
2023-06-18,Tomato,150
2023-06-19,Basil,48
2023-06-19,Beef,165
2023-06-19,Bell Pepper,96
2023-06-19,Bread,102
2023-06-19,Broccoli,90
2023-06-19,Butter,95
2023-06-19,Cabbage,66
2023-06-19,Carrot,110
2023-06-19,Cheese,144
2023-06-19,Chicken,206
2023-06-19,Cilantro,59
2023-06-19,Eggs,201
2023-06-19,Fish,168
2023-06-19,Flour,83
2023-06-19,Garlic,54
2023-06-19,Ginger,48
2023-06-19,Lemon,55
2023-06-19,Lettuce,72
2023-06-19,Lime,54
2023-06-19,Milk,141
2023-06-19,Mushroom,75
2023-06-19,Oil,98
2023-06-19,Onion,121
2023-06-19,Pasta,86
2023-06-19,Potato,116
2023-06-19,Rice,116
2023-06-19,Salt,74
2023-06-19,Spinach,63
2023-06-19,Sugar,64
2023-06-19,Tomato,136
2023-06-20,Basil,58
2023-06-20,Beef,171
2023-06-20,Bell Pepper,109
2023-06-20,Bread,126
2023-06-20,Broccoli,91
2023-06-20,Butter,92
2023-06-20,Cabbage,69
2023-06-20,Carrot,118
2023-06-20,Cheese,179
2023-06-20,Chicken,215
2023-06-20,Cilantro,65
2023-06-20,Eggs,184
2023-06-20,Fish,164
2023-06-20,Flour,97
2023-06-20,Garlic,61
2023-06-20,Ginger,56
2023-06-20,Lemon,72
2023-06-20,Lettuce,97
2023-06-20,Lime,66
2023-06-20,Milk,138
2023-06-20,Mushroom,87
2023-06-20,Oil,117
2023-06-20,Onion,142
2023-06-20,Pasta,102
2023-06-20,Potato,154
2023-06-20,Rice,146
2023-06-20,Salt,75
2023-06-20,Spinach,78
2023-06-20,Sugar,84
2023-06-20,Tomato,181
2023-06-21,Basil,64
2023-06-21,Beef,191
2023-06-21,Bell Pepper,95
2023-06-21,Bread,161
2023-06-21,Broccoli,89
2023-06-21,Butter,116
2023-06-21,Cabbage,75
2023-06-21,Carrot,123
2023-06-21,Cheese,157
2023-06-21,Chicken,239
2023-06-21,Cilantro,69
2023-06-21,Eggs,181
2023-06-21,Fish,182
2023-06-21,Flour,97
2023-06-21,Garlic,71
2023-06-21,Ginger,62
2023-06-21,Lemon,73
2023-06-21,Lettuce,102
2023-06-21,Lime,63
2023-06-21,Milk,146
2023-06-21,Mushroom,89
2023-06-21,Oil,106
2023-06-21,Onion,149
2023-06-21,Pasta,142
2023-06-21,Potato,135
2023-06-21,Rice,143
2023-06-21,Salt,76
2023-06-21,Spinach,80
2023-06-21,Sugar,92
2023-06-21,Tomato,175
2023-06-22,Basil,47
2023-06-22,Beef,173
2023-06-22,Bell Pepper,108
2023-06-22,Bread,123
2023-06-22,Broccoli,77
2023-06-22,Butter,100
2023-06-22,Cabbage,66
2023-06-22,Carrot,110
2023-06-22,Cheese,132
2023-06-22,Chicken,202
2023-06-22,Cilantro,59
2023-06-22,Eggs,200
2023-06-22,Fish,169
2023-06-22,Flour,92
2023-06-22,Garlic,58
2023-06-22,Ginger,50
2023-06-22,Lemon,61
2023-06-22,Lettuce,91
2023-06-22,Lime,69
2023-06-22,Milk,117
2023-06-22,Mushroom,88
2023-06-22,Oil,116
2023-06-22,Onion,106
2023-06-22,Pasta,113
2023-06-22,Potato,107
2023-06-22,Rice,131
2023-06-22,Salt,73
2023-06-22,Spinach,78
2023-06-22,Sugar,79
2023-06-22,Tomato,165
2023-06-23,Basil,45
2023-06-23,Beef,192
2023-06-23,Bell Pepper,71
2023-06-23,Bread,102
2023-06-23,Broccoli,80
2023-06-23,Butter,78
2023-06-23,Cabbage,53
2023-06-23,Carrot,103
2023-06-23,Cheese,154
2023-06-23,Chicken,201
2023-06-23,Cilantro,49
2023-06-23,Eggs,171
2023-06-23,Fish,183
2023-06-23,Flour,74
2023-06-23,Garlic,53
2023-06-23,Ginger,36
2023-06-23,Lemon,50
2023-06-23,Lettuce,73
2023-06-23,Lime,42
2023-06-23,Milk,121
2023-06-23,Mushroom,65
2023-06-23,Oil,96
2023-06-23,Onion,117
2023-06-23,Pasta,99
2023-06-23,Potato,102
2023-06-23,Rice,118
2023-06-23,Salt,60
2023-06-23,Spinach,61
2023-06-23,Sugar,67
2023-06-23,Tomato,138
2023-06-24,Basil,35
2023-06-24,Beef,165
2023-06-24,Bell Pepper,106
2023-06-24,Bread,82
2023-06-24,Broccoli,72
2023-06-24,Butter,81
2023-06-24,Cabbage,53
2023-06-24,Carrot,87
2023-06-24,Cheese,110
2023-06-24,Chicken,169
2023-06-24,Cilantro,37
2023-06-24,Eggs,183
2023-06-24,Fish,144
2023-06-24,Flour,67
2023-06-24,Garlic,37
2023-06-24,Ginger,31
2023-06-24,Lemon,49
2023-06-24,Lettuce,62
2023-06-24,Lime,42
2023-06-24,Milk,135
2023-06-24,Mushroom,52
2023-06-24,Oil,94
2023-06-24,Onion,110
2023-06-24,Pasta,89
2023-06-24,Potato,105
2023-06-24,Rice,120
2023-06-24,Salt,54
2023-06-24,Spinach,66
2023-06-24,Sugar,65
2023-06-24,Tomato,166
2023-06-25,Basil,41
2023-06-25,Beef,180
2023-06-25,Bell Pepper,75
2023-06-25,Bread,89
2023-06-25,Broccoli,83
2023-06-25,Butter,71
2023-06-25,Cabbage,43
2023-06-25,Carrot,88
2023-06-25,Cheese,148
2023-06-25,Chicken,198
2023-06-25,Cilantro,35
2023-06-25,Eggs,139
2023-06-25,Fish,160
2023-06-25,Flour,100
2023-06-25,Garlic,41
2023-06-25,Ginger,30
2023-06-25,Lemon,43
2023-06-25,Lettuce,61
2023-06-25,Lime,43
2023-06-25,Milk,115
2023-06-25,Mushroom,55
2023-06-25,Oil,84
2023-06-25,Onion,106
2023-06-25,Pasta,105
2023-06-25,Potato,94
2023-06-25,Rice,121
2023-06-25,Salt,57
2023-06-25,Spinach,66
2023-06-25,Sugar,54
2023-06-25,Tomato,128
2023-06-26,Basil,54
2023-06-26,Beef,168
2023-06-26,Bell Pepper,109
2023-06-26,Bread,105
2023-06-26,Broccoli,86
2023-06-26,Butter,101
2023-06-26,Cabbage,61
2023-06-26,Carrot,115
2023-06-26,Cheese,145
2023-06-26,Chicken,174
2023-06-26,Cilantro,54
2023-06-26,Eggs,162
2023-06-26,Fish,174
2023-06-26,Flour,87
2023-06-26,Garlic,48
2023-06-26,Ginger,50
2023-06-26,Lemon,55
2023-06-26,Lettuce,89
2023-06-26,Lime,49
2023-06-26,Milk,144
2023-06-26,Mushroom,77
2023-06-26,Oil,97
2023-06-26,Onion,132
2023-06-26,Pasta,102
2023-06-26,Potato,119
2023-06-26,Rice,128
2023-06-26,Salt,68
2023-06-26,Spinach,80
2023-06-26,Sugar,80
2023-06-26,Tomato,145
2023-06-27,Basil,59
2023-06-27,Beef,200
2023-06-27,Bell Pepper,100
2023-06-27,Bread,117
2023-06-27,Broccoli,95
2023-06-27,Butter,110
2023-06-27,Cabbage,75
2023-06-27,Carrot,108
2023-06-27,Cheese,149
2023-06-27,Chicken,238
2023-06-27,Cilantro,64
2023-06-27,Eggs,176
2023-06-27,Fish,169
2023-06-27,Flour,99
2023-06-27,Garlic,59
2023-06-27,Ginger,55
2023-06-27,Lemon,69
2023-06-27,Lettuce,98
2023-06-27,Lime,70
2023-06-27,Milk,149
2023-06-27,Mushroom,84
2023-06-27,Oil,104
2023-06-27,Onion,151
2023-06-27,Pasta,111
2023-06-27,Potato,113
2023-06-27,Rice,115
2023-06-27,Salt,83
2023-06-27,Spinach,83
2023-06-27,Sugar,88
2023-06-27,Tomato,162
2023-06-28,Basil,57
2023-06-28,Beef,220
2023-06-28,Bell Pepper,106
2023-06-28,Bread,126
2023-06-28,Broccoli,94
2023-06-28,Butter,93
2023-06-28,Cabbage,67
2023-06-28,Carrot,102
2023-06-28,Cheese,136
2023-06-28,Chicken,222
2023-06-28,Cilantro,76
2023-06-28,Eggs,193
2023-06-28,Fish,161
2023-06-28,Flour,105
2023-06-28,Garlic,68
2023-06-28,Ginger,50
2023-06-28,Lemon,71
2023-06-28,Lettuce,95
2023-06-28,Lime,77
2023-06-28,Milk,137
2023-06-28,Mushroom,101
2023-06-28,Oil,112
2023-06-28,Onion,144
2023-06-28,Pasta,119
2023-06-28,Potato,133
2023-06-28,Rice,136
2023-06-28,Salt,73
2023-06-28,Spinach,88
2023-06-28,Sugar,89
2023-06-28,Tomato,153
2023-06-29,Basil,60
2023-06-29,Beef,221
2023-06-29,Bell Pepper,105
2023-06-29,Bread,129
2023-06-29,Broccoli,82
2023-06-29,Butter,89
2023-06-29,Cabbage,75
2023-06-29,Carrot,100
2023-06-29,Cheese,170
2023-06-29,Chicken,193
2023-06-29,Cilantro,62
2023-06-29,Eggs,171
2023-06-29,Fish,174
2023-06-29,Flour,97
2023-06-29,Garlic,74
2023-06-29,Ginger,42
2023-06-29,Lemon,56
2023-06-29,Lettuce,90
2023-06-29,Lime,62
2023-06-29,Milk,121
2023-06-29,Mushroom,86
2023-06-29,Oil,93
2023-06-29,Onion,117
2023-06-29,Pasta,104
2023-06-29,Potato,114
2023-06-29,Rice,105
2023-06-29,Salt,72
2023-06-29,Spinach,72
2023-06-29,Sugar,82
2023-06-29,Tomato,142
2023-06-30,Basil,46
2023-06-30,Beef,194
2023-06-30,Bell Pepper,80
2023-06-30,Bread,108
2023-06-30,Broccoli,81
2023-06-30,Butter,83
2023-06-30,Cabbage,57
2023-06-30,Carrot,103
2023-06-30,Cheese,133
2023-06-30,Chicken,183
2023-06-30,Cilantro,53
2023-06-30,Eggs,168
2023-06-30,Fish,137
2023-06-30,Flour,73
2023-06-30,Garlic,40
2023-06-30,Ginger,43
2023-06-30,Lemon,49
2023-06-30,Lettuce,79
2023-06-30,Lime,39
2023-06-30,Milk,102
2023-06-30,Mushroom,68
2023-06-30,Oil,91
2023-06-30,Onion,113
2023-06-30,Pasta,98
2023-06-30,Potato,102
2023-06-30,Rice,104
2023-06-30,Salt,57
2023-06-30,Spinach,60
2023-06-30,Sugar,74
2023-06-30,Tomato,130
2023-07-01,Basil,31
2023-07-01,Beef,148
2023-07-01,Bell Pepper,76
2023-07-01,Bread,85
2023-07-01,Broccoli,54
2023-07-01,Butter,71
2023-07-01,Cabbage,42
2023-07-01,Carrot,81
2023-07-01,Cheese,99
2023-07-01,Chicken,161
2023-07-01,Cilantro,27
2023-07-01,Eggs,136
2023-07-01,Fish,139
2023-07-01,Flour,66
2023-07-01,Garlic,30
2023-07-01,Ginger,25
2023-07-01,Lemon,29
2023-07-01,Lettuce,57
2023-07-01,Lime,29
2023-07-01,Milk,131
2023-07-01,Mushroom,46
2023-07-01,Oil,84
2023-07-01,Onion,92
2023-07-01,Pasta,75
2023-07-01,Potato,83
2023-07-01,Rice,83
2023-07-01,Salt,33
2023-07-01,Spinach,41
2023-07-01,Sugar,62
2023-07-01,Tomato,120
2023-07-02,Basil,31
2023-07-02,Beef,152
2023-07-02,Bell Pepper,55
2023-07-02,Bread,95
2023-07-02,Broccoli,59
2023-07-02,Butter,66
2023-07-02,Cabbage,41
2023-07-02,Carrot,94
2023-07-02,Cheese,118
2023-07-02,Chicken,173
2023-07-02,Cilantro,33
2023-07-02,Eggs,169
2023-07-02,Fish,128
2023-07-02,Flour,72
2023-07-02,Garlic,34
2023-07-02,Ginger,24
2023-07-02,Lemon,34
2023-07-02,Lettuce,57
2023-07-02,Lime,31
2023-07-02,Milk,111
2023-07-02,Mushroom,53
2023-07-02,Oil,55
2023-07-02,Onion,111
2023-07-02,Pasta,102
2023-07-02,Potato,97
2023-07-02,Rice,116
2023-07-02,Salt,43
2023-07-02,Spinach,58
2023-07-02,Sugar,53
2023-07-02,Tomato,132
2023-07-03,Basil,33
2023-07-03,Beef,150
2023-07-03,Bell Pepper,88
2023-07-03,Bread,111
2023-07-03,Broccoli,82
2023-07-03,Butter,82
2023-07-03,Cabbage,41
2023-07-03,Carrot,91
2023-07-03,Cheese,120
2023-07-03,Chicken,198
2023-07-03,Cilantro,47
2023-07-03,Eggs,168
2023-07-03,Fish,137
2023-07-03,Flour,86
2023-07-03,Garlic,44
2023-07-03,Ginger,32
2023-07-03,Lemon,43
2023-07-03,Lettuce,91
2023-07-03,Lime,37
2023-07-03,Milk,92
2023-07-03,Mushroom,56
2023-07-03,Oil,101
2023-07-03,Onion,127
2023-07-03,Pasta,96
2023-07-03,Potato,110
2023-07-03,Rice,113
2023-07-03,Salt,56
2023-07-03,Spinach,64
2023-07-03,Sugar,69
2023-07-03,Tomato,138
2023-07-04,Basil,44
2023-07-04,Beef,190
2023-07-04,Bell Pepper,89
2023-07-04,Bread,121
2023-07-04,Broccoli,80
2023-07-04,Butter,85
2023-07-04,Cabbage,65
2023-07-04,Carrot,114
2023-07-04,Cheese,131
2023-07-04,Chicken,233
2023-07-04,Cilantro,66
2023-07-04,Eggs,206
2023-07-04,Fish,154
2023-07-04,Flour,105
2023-07-04,Garlic,62
2023-07-04,Ginger,46
2023-07-04,Lemon,59
2023-07-04,Lettuce,81
2023-07-04,Lime,63
2023-07-04,Milk,132
2023-07-04,Mushroom,72
2023-07-04,Oil,98
2023-07-04,Onion,118
2023-07-04,Pasta,123
2023-07-04,Potato,108
2023-07-04,Rice,138
2023-07-04,Salt,65
2023-07-04,Spinach,80
2023-07-04,Sugar,85
2023-07-04,Tomato,145
2023-07-05,Basil,45
2023-07-05,Beef,203
2023-07-05,Bell Pepper,99
2023-07-05,Bread,121
2023-07-05,Broccoli,90
2023-07-05,Butter,102
2023-07-05,Cabbage,69
2023-07-05,Carrot,107
2023-07-05,Cheese,164
2023-07-05,Chicken,197
2023-07-05,Cilantro,56
2023-07-05,Eggs,180
2023-07-05,Fish,160
2023-07-05,Flour,90
2023-07-05,Garlic,60
2023-07-05,Ginger,53
2023-07-05,Lemon,57
2023-07-05,Lettuce,94
2023-07-05,Lime,59
2023-07-05,Milk,148
2023-07-05,Mushroom,69
